Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Olga,8/22/2020 1:54,0:01:10,Autoplayed: user action: None; ,Season 1 Trailer: Million Dollar Beach House,TRAILER,Chrome PC (Cadmium),0:00:00,0:00:00,US (United States)
Olga,8/22/2020 1:17,0:00:06,Autoplayed: user action: None; ,Battle Creek: Season 1: Mama's Boy (Episode 7),,Chrome PC (Cadmium),0:00:06,Not latest view,US (United States)
Olga,8/22/2020 0:31,0:45:45,,Battle Creek: Season 1: Cereal Killer (Episode 6),,Chrome PC (Cadmium),0:40:35,0:40:35,US (United States)
Olga,8/22/2020 0:31,0:00:05,Autoplayed: user action: None; ,Lucifer: Season 5 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:05,Not latest view,US (United States)
Olga,8/21/2020 2:12,0:41:47,Autoplayed: user action: None; ,Battle Creek: Season 1: Old Flames (Episode 5),,Chrome PC (Cadmium),0:42:32,0:42:32,US (United States)
Olga,8/21/2020 1:18,0:53:53,,Battle Creek: Season 1: Man's Best Friend (Episode 4),,Chrome PC (Cadmium),0:42:41,0:42:41,US (United States)
Olga,8/21/2020 1:15,0:02:02,Autoplayed: user action: None; ,Season 1 Trailer: Biohackers,TRAILER,Chrome PC (Cadmium),0:02:02,0:02:02,US (United States)
Olga,8/20/2020 20:58,0:00:54,Autoplayed: user action: None; ,Season 1 Trailer: The Duchess,TRAILER,Apple iPhone 11,0:00:55,Not latest view,US (United States)
Olga,8/19/2020 14:13,0:02:51,,Battle Creek: Season 1: Man's Best Friend (Episode 4),,Chrome PC (Cadmium),0:17:57,Not latest view,US (United States)
Olga,8/19/2020 4:59,0:14:19,Autoplayed: user action: None; ,Battle Creek: Season 1: Man's Best Friend (Episode 4),,Chrome PC (Cadmium),0:15:06,Not latest view,US (United States)
Olga,8/19/2020 4:23,0:35:40,,Battle Creek: Season 1: Heirlooms (Episode 3),,Chrome PC (Cadmium),0:42:04,0:42:04,US (United States)
Olga,8/19/2020 2:57,0:24:54,Autoplayed: user action: None; ,Battle Creek: Season 1: Heirlooms (Episode 3),,Chrome PC (Cadmium),0:26:01,Not latest view,US (United States)
Olga,8/19/2020 1:57,0:42:49,Autoplayed: user action: None; ,Battle Creek: Season 1: Syruptitious (Episode 2),,Chrome PC (Cadmium),0:42:43,0:42:43,US (United States)
Olga,8/19/2020 1:19,0:37:57,,Battle Creek: Season 1: The Battle Creek Way (Episode 1),,Chrome PC (Cadmium),0:41:16,0:41:16,US (United States)
Olga,8/18/2020 2:23,0:12:51,,Battle Creek: Season 1: The Battle Creek Way (Episode 1),,Apple iPhone 11,0:12:52,Not latest view,US (United States)
Olga,8/18/2020 2:18,0:01:50,Autoplayed: user action: None; ,Lucifer: Season 5 (Trailer),TRAILER,Apple iPhone 11,0:01:50,Not latest view,US (United States)
Olga,8/18/2020 2:18,0:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Biohackers,TRAILER,Apple iPhone 11,0:00:06,Not latest view,US (United States)
Olga,8/18/2020 2:18,0:00:05,Autoplayed: user action: None; ,Season 1 Trailer: The Duchess,TRAILER,Apple iPhone 11,0:00:05,Not latest view,US (United States)
Olga,8/18/2020 2:18,0:00:08,Autoplayed: user action: None; ,Trailer: I'm Thinking of Ending Things,TRAILER,Apple iPhone 11,0:00:08,0:00:08,US (United States)
Olga,8/18/2020 2:17,0:00:04,Autoplayed: user action: None; ,Hoops: Season 1 (Trailer),TRAILER,Apple iPhone 11,0:00:05,0:00:05,US (United States)
Olga,8/16/2020 2:26,0:05:57,,Episodes: Season 1: Episode Six,,Apple iPhone 11,0:05:58,0:05:58,US (United States)
Olga,8/16/2020 2:26,0:00:05,Autoplayed: user action: None; ,Season 2 Trailer: The Umbrella Academy,TRAILER,Apple iPhone 11,0:00:06,0:00:06,US (United States)
Olga,8/15/2020 23:38,0:28:37,,Halt and Catch Fire: Season 1: I/O (Episode 1),,Apple iPhone 11,0:25:01,0:25:01,US (United States)
Olga,8/15/2020 23:38,0:00:05,Autoplayed: user action: None; ,Season 2 Trailer: The Umbrella Academy,TRAILER,Apple iPhone 11,0:00:05,Not latest view,US (United States)
Olga,8/15/2020 0:17,1:58:44,,Valentine's Day,,Chrome PC (Cadmium),1:59:59,1:59:59,US (United States)
Olga,8/14/2020 23:22,0:01:15,,Valentine's Day,,Chrome PC (Cadmium),0:01:15,Not latest view,US (United States)
Olga,8/14/2020 23:21,0:00:25,Autoplayed: user action: None; ,Secret in Their Eyes_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:25,0:00:25,US (United States)
Olga,8/14/2020 23:21,0:00:04,Autoplayed: user action: None; ,Valentine's Day_hook_03_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,8/14/2020 23:21,0:00:06,Autoplayed: user action: None; ,Mirror Mirror_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:06,0:00:06,US (United States)
Olga,8/14/2020 23:21,0:00:04,Autoplayed: user action: None; ,Valentine's Day_hook_03_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,US (United States)
Olga,8/14/2020 23:20,0:00:09,,I'm No Longer Here,,Chrome PC (Cadmium),0:00:09,0:00:09,US (United States)
Olga,8/10/2020 2:18,0:00:58,,"Tinker, Tailor, Soldier, Spy",,Apple iPhone 11,0:00:59,0:00:59,US (United States)
Olga,8/10/2020 0:52,0:00:07,Autoplayed: user action: None; ,Trailer: I'm Thinking of Ending Things,TRAILER,Apple iPhone 11,0:00:07,Not latest view,US (United States)
Kids,8/5/2020 20:46,0:00:41,,Sonic X: Season 1: Dr. Eggman's Ambition (Episode 3),,Chrome PC (Cadmium),0:00:41,0:00:41,US (United States)
Kids,8/5/2020 20:26,0:19:56,,Sonic X: Season 1: Infiltrate! Area 99 (Episode 2),,Chrome PC (Cadmium),0:20:51,0:20:51,US (United States)
Kids,8/5/2020 20:05,0:20:54,,Sonic X: Season 1: Chaos Control Freaks (Episode 1),,Chrome PC (Cadmium),0:20:54,0:20:54,US (United States)
Kids,8/5/2020 20:05,0:00:04,Autoplayed: user action: None; ,Sonic X: New World Sega_hook_02_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,8/5/2020 0:19,0:09:19,,Imposters: Season 2: Old Unresolved Sh*t (Episode 3),,Chrome PC (Cadmium),0:19:38,0:19:38,US (United States)
Olga,8/4/2020 3:15,0:09:53,Autoplayed: user action: None; ,Imposters: Season 2: Old Unresolved Sh*t (Episode 3),,Chrome PC (Cadmium),0:11:11,Not latest view,US (United States)
Olga,8/4/2020 2:58,0:17:05,,Imposters: Season 2: Trouble Maybe (Episode 2),,Chrome PC (Cadmium),0:41:17,0:41:17,US (United States)
Olga,8/4/2020 2:58,0:00:17,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:17,0:00:17,US (United States)
Olga,8/4/2020 1:52,0:22:41,Autoplayed: user action: None; ,Imposters: Season 2: Trouble Maybe (Episode 2),,Chrome PC (Cadmium),0:24:12,Not latest view,US (United States)
Olga,8/4/2020 1:12,0:40:39,,Imposters: Season 2: Fillion Bollar King (Episode 1),,Chrome PC (Cadmium),0:42:12,0:42:12,US (United States)
Olga,8/4/2020 0:31,0:40:21,,"Imposters: Season 1: Always Forward, Never Back (Episode 10)",,Chrome PC (Cadmium),0:41:51,0:41:51,US (United States)
Olga,8/3/2020 20:38,0:00:11,,"Imposters: Season 1: Always Forward, Never Back (Episode 10)",,Chrome PC (Cadmium),0:01:30,Not latest view,US (United States)
Olga,8/3/2020 19:58,0:40:28,,"Imposters: Season 1: Ladies and Gentlemen, the Doctor Is In (Episode 9)",,Chrome PC (Cadmium),0:42:00,0:42:00,US (United States)
Olga,8/3/2020 19:42,0:15:18,,Imposters: Season 1: In the Game (Episode 8),,Chrome PC (Cadmium),0:41:42,0:41:42,US (United States)
Olga,8/3/2020 13:55,0:01:53,,Imposters: Season 1: In the Game (Episode 8),,Chrome PC (Cadmium),0:01:53,Not latest view,US (United States)
Olga,8/3/2020 6:52,0:40:33,Autoplayed: user action: None; ,Imposters: Season 1: In the Game (Episode 8),,Chrome PC (Cadmium),0:41:33,Not latest view,US (United States)
Olga,8/3/2020 6:41,0:10:14,,Imposters: Season 1: Frog-Bikini-Eiffel Tower (Episode 7),,Chrome PC (Cadmium),0:40:19,0:40:19,US (United States)
Olga,8/3/2020 6:12,0:28:15,,Imposters: Season 1: Frog-Bikini-Eiffel Tower (Episode 7),,Chrome PC (Cadmium),0:30:05,Not latest view,US (United States)
Olga,8/3/2020 5:17,0:40:16,,Imposters: Season 1: The Maddie Code (Episode 6),,Chrome PC (Cadmium),0:41:45,0:41:45,US (United States)
Olga,8/3/2020 4:37,0:40:15,,Imposters: Season 1: Is a Shark Good or Bad? (Episode 5),,Chrome PC (Cadmium),0:41:40,0:41:40,US (United States)
Olga,8/3/2020 3:56,0:40:36,Autoplayed: user action: None; ,Imposters: Season 1: Cohen. Lenny Cohen. (Episode 4),,Chrome PC (Cadmium),0:41:41,0:41:41,US (United States)
Olga,8/3/2020 3:16,0:40:10,,Imposters: Season 1: We Wanted Every Lie (Episode 3),,Chrome PC (Cadmium),0:41:39,0:41:39,US (United States)
Olga,8/3/2020 2:35,0:41:32,,"Imposters: Season 1: My Balls, Dickhead (Episode 2)",,Chrome PC (Cadmium),0:42:31,0:42:31,US (United States)
Olga,8/3/2020 2:23,0:11:33,,Imposters: Season 1: My So-Called Wife (Episode 1),,Chrome PC (Cadmium),0:45:04,0:45:04,US (United States)
Olga,8/2/2020 2:58,0:33:31,,Imposters: Season 1: My So-Called Wife (Episode 1),,Chrome PC (Cadmium),0:33:31,Not latest view,US (United States)
Olga,8/2/2020 2:58,0:00:04,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,US (United States)
Olga,8/2/2020 2:16,0:00:07,Autoplayed: user action: None; ,Season 3 Trailer: Norsemen,TRAILER,Apple iPhone 11,0:00:07,0:00:07,US (United States)
Olga,7/30/2020 21:29,0:00:07,Autoplayed: user action: None; ,Season 2 Trailer: The Umbrella Academy,TRAILER,Apple iPhone 11,0:00:08,Not latest view,US (United States)
Olga,7/30/2020 21:26,0:01:01,Autoplayed: user action: None; ,Killing Hasselhoff_hook_primary_16x9,HOOK,Apple iPhone 11,0:01:01,0:01:01,US (United States)
Olga,7/30/2020 16:54,0:01:23,Autoplayed: user action: None; ,Season 2 Trailer: The Umbrella Academy,TRAILER,Apple iPhone 11,0:01:24,Not latest view,US (United States)
Olga,7/28/2020 4:20,0:00:05,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Apple iPhone 11,0:00:06,Not latest view,US (United States)
Olga,7/28/2020 0:43,0:09:25,,Always Be My Maybe,,Chrome PC (Cadmium),0:09:25,0:09:25,US (United States)
Olga,7/28/2020 0:43,0:00:08,Autoplayed: user action: None; ,Always Be My Maybe (Trailer),TRAILER,Chrome PC (Cadmium),0:00:08,0:00:08,US (United States)
Olga,7/28/2020 0:42,0:00:42,Autoplayed: user action: None; ,Doctor Foster_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:42,0:00:42,US (United States)
Olga,7/28/2020 0:41,0:00:07,Autoplayed: user action: None; ,Criminal Minds: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,US (United States)
Olga,7/28/2020 0:41,0:00:04,Autoplayed: user action: None; ,Signs: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,7/28/2020 0:41,0:00:17,Autoplayed: user action: None; ,The Twelve: Season 1_hook_05_16x9,HOOK,Chrome PC (Cadmium),0:00:17,0:00:17,US (United States)
Olga,7/28/2020 0:41,0:00:06,Autoplayed: user action: None; ,Franchise Trailer: Dark,TRAILER,Chrome PC (Cadmium),0:00:06,0:00:06,US (United States)
Olga,7/28/2020 0:40,0:00:23,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:23,Not latest view,US (United States)
Olga,7/28/2020 0:08,0:28:05,,How to Sell Drugs Online (Fast): Season 2: Don't be evil. (Episode 6),,Chrome PC (Cadmium),0:28:10,0:28:10,US (United States)
Olga,7/27/2020 23:33,0:34:26,,How to Sell Drugs Online (Fast): Season 2: Move Fast and Break Things (Episode 5),,Chrome PC (Cadmium),0:33:33,0:33:33,US (United States)
Olga,7/27/2020 22:51,0:31:26,,How to Sell Drugs Online (Fast): Season 2: Buy It. Sell It. Love It. (Episode 4),,Chrome PC (Cadmium),0:31:26,0:31:26,US (United States)
Olga,7/27/2020 21:29,0:00:04,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Apple iPhone 11,0:00:05,Not latest view,US (United States)
Olga,7/27/2020 15:06,0:33:07,,How to Sell Drugs Online (Fast): Season 2: Inspired by Real Life (Episode 3),,Chrome PC (Cadmium),0:33:12,0:33:12,US (United States)
Olga,7/27/2020 14:32,0:33:07,Autoplayed: user action: Unspecified; ,How to Sell Drugs Online (Fast): Season 2: Where Do You Want to Go Today? (Episode 2),,Chrome PC (Cadmium),0:32:47,0:32:47,US (United States)
Olga,7/27/2020 14:09,0:23:57,,How to Sell Drugs Online (Fast): Season 2: Think Different (Episode 1),,Chrome PC (Cadmium),0:34:33,0:34:33,US (United States)
Olga,7/27/2020 6:52,0:10:31,,How to Sell Drugs Online (Fast): Season 2: Think Different (Episode 1),,Chrome PC (Cadmium),0:10:36,Not latest view,US (United States)
Olga,7/27/2020 6:24,0:28:02,Autoplayed: user action: None; ,"How to Sell Drugs Online (Fast): Season 1: If You Are the Smartest One in the Room, You're in the Wrong Room (Episode 6)",,Chrome PC (Cadmium),0:28:07,0:28:07,US (United States)
Olga,7/27/2020 6:00,0:23:33,,How to Sell Drugs Online (Fast): Season 1: Score Big or Don't Score at All (Episode 5),,Chrome PC (Cadmium),0:23:57,0:23:57,US (United States)
Olga,7/27/2020 5:58,0:01:05,Autoplayed: user action: None; ,Season 3 Trailer: Norsemen,TRAILER,Chrome PC (Cadmium),0:01:05,Not latest view,US (United States)
Olga,7/27/2020 5:58,0:00:22,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:22,Not latest view,US (United States)
Olga,7/27/2020 3:58,0:00:19,,How to Sell Drugs Online (Fast): Season 1: Score Big or Don't Score at All (Episode 5),,Chrome PC (Cadmium),0:00:24,Not latest view,US (United States)
Olga,7/27/2020 3:30,0:27:48,,"How to Sell Drugs Online (Fast): Season 1: If This is Reality, I'm Not Interested (Episode 4)",,Chrome PC (Cadmium),0:27:53,0:27:53,US (United States)
Olga,7/27/2020 3:03,0:27:22,,How to Sell Drugs Online (Fast): Season 1: Failure is Not an Option (Episode 3),,Chrome PC (Cadmium),0:27:27,0:27:27,US (United States)
Olga,7/27/2020 2:55,0:07:52,,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",,Chrome PC (Cadmium),0:29:08,0:29:08,US (United States)
Olga,7/27/2020 2:55,0:00:04,Autoplayed: user action: None; ,Season 2 Trailer: How to Sell Drugs Online (Fast),TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,7/27/2020 2:34,0:21:16,,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",,Chrome PC (Cadmium),0:21:16,Not latest view,US (United States)
Olga,7/27/2020 2:33,0:00:10,Autoplayed: user action: None; ,Season 2 Trailer: How to Sell Drugs Online (Fast),TRAILER,Chrome PC (Cadmium),0:00:10,Not latest view,US (United States)
Olga,7/27/2020 2:33,0:00:10,,Ofrenda a la tormenta_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:10,0:00:10,US (United States)
Olga,7/27/2020 2:33,0:00:07,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:07,Not latest view,US (United States)
Olga,7/27/2020 2:26,0:07:32,,Don Verdean,,Chrome PC (Cadmium),0:10:04,0:10:04,US (United States)
Olga,7/27/2020 2:25,0:00:06,Autoplayed: user action: None; ,Don Verdean_hook_03_16x9,HOOK,Chrome PC (Cadmium),0:00:06,0:00:06,US (United States)
Olga,7/27/2020 2:25,0:00:05,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:05,Not latest view,US (United States)
Olga,7/27/2020 2:23,0:02:02,,MILF,,Chrome PC (Cadmium),0:02:02,0:02:02,US (United States)
Olga,7/27/2020 2:22,0:00:04,Autoplayed: user action: None; ,Gilmore Girls: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,US (United States)
Olga,7/27/2020 2:21,0:00:42,,"Indian Matchmaking: Season 1: Slim, Trim and Educated (Episode 1)",,Chrome PC (Cadmium),0:00:42,0:00:42,US (United States)
Olga,7/27/2020 1:40,0:40:51,,The Family,,Chrome PC (Cadmium),1:45:26,1:45:26,US (United States)
Olga,7/27/2020 1:40,0:00:13,Autoplayed: user action: None; ,Shameless: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:13,Not latest view,US (United States)
Olga,7/26/2020 0:32,1:05:45,,The Family,,Chrome PC (Cadmium),1:04:35,Not latest view,US (United States)
Olga,7/26/2020 0:32,0:00:33,Autoplayed: user action: None; ,Season 3 Trailer: Norsemen,TRAILER,Chrome PC (Cadmium),0:00:33,Not latest view,US (United States)
Olga,7/25/2020 3:23,0:03:08,,3 Idiots,,Chrome PC (Cadmium),0:03:08,0:03:08,US (United States)
Olga,7/23/2020 4:04,0:00:02,,The Young Offenders,,Chrome PC (Cadmium),0:00:02,0:00:02,US (United States)
Olga,7/23/2020 3:54,0:00:32,Autoplayed: user action: None; ,In The Dark: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:32,0:00:32,US (United States)
Olga,7/23/2020 3:49,0:05:09,,Sleeping with Other People,,Chrome PC (Cadmium),1:39:03,1:39:03,US (United States)
Olga,7/23/2020 3:48,0:00:20,Autoplayed: user action: None; ,In The Dark: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:20,Not latest view,US (United States)
Olga,7/23/2020 3:02,0:45:45,,Sleeping with Other People,,Chrome PC (Cadmium),1:39:03,Not latest view,US (United States)
Olga,7/23/2020 3:02,0:00:25,Autoplayed: user action: None; ,How Do You Know_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:25,0:00:25,US (United States)
Olga,7/23/2020 2:11,0:06:00,,Down to Earth with Zac Efron: Season 1: Iceland (Episode 1),,DefaultWidevineAndroidPhone,0:06:00,0:06:00,US (United States)
Olga,7/23/2020 2:10,0:00:05,,Season 1 Trailer: Connected,TRAILER,DefaultWidevineAndroidPhone,0:00:04,0:00:04,US (United States)
Olga,7/23/2020 2:10,0:00:05,,Season 1 Trailer: Get Even,TRAILER,DefaultWidevineAndroidPhone,0:00:05,0:00:05,US (United States)
Olga,7/23/2020 2:10,0:00:06,,Trailer: Immigration Nation,TRAILER,DefaultWidevineAndroidPhone,0:00:06,0:00:06,US (United States)
Olga,7/23/2020 2:10,0:00:18,,Trailer: Offering to the Storm,TRAILER,DefaultWidevineAndroidPhone,0:00:18,0:00:18,US (United States)
Olga,7/23/2020 2:09,0:00:11,,Banana Split_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,0:00:11,0:00:11,US (United States)
Olga,7/23/2020 2:09,0:00:16,,Season 2 Trailer: The Umbrella Academy,TRAILER,DefaultWidevineAndroidPhone,0:00:16,Not latest view,US (United States)
Kids,7/22/2020 20:15,0:00:18,Autoplayed: user action: None; ,Pokémon Journeys: The Series: Part 1: Mind-Boggling Dynamax (Episode 5),,Chrome PC (Cadmium),0:00:30,0:00:30,US (United States)
Kids,7/22/2020 19:55,0:19:54,,Pokémon Journeys: The Series: Part 1: Settling the Scorebunny! (Episode 4),,Chrome PC (Cadmium),0:21:05,0:21:05,US (United States)
Kids,7/22/2020 19:43,0:11:53,,Pokémon Journeys: The Series: Part 1: Ivysaur's Mysterious Tower (Episode 3),,Chrome PC (Cadmium),0:21:00,0:21:00,US (United States)
Kids,7/22/2020 19:35,0:08:20,,Pokémon Journeys: The Series: Part 1: Ivysaur's Mysterious Tower (Episode 3),,Chrome PC (Cadmium),0:09:07,Not latest view,US (United States)
Kids,7/22/2020 19:13,0:21:12,,Pokémon Journeys: The Series: Part 1: Legend? Go! Friends? Go! (Episode 2),,Chrome PC (Cadmium),0:21:57,0:21:57,US (United States)
Kids,7/22/2020 18:50,0:23:29,,Pokémon Journeys: The Series: Part 1: Enter Pikachu! (Episode 1),,Chrome PC (Cadmium),0:23:29,0:23:29,US (United States)
Kids,7/22/2020 18:47,0:01:19,Autoplayed: user action: None; ,Part 1 Trailer: Pokémon Journeys: The Series,TRAILER,Chrome PC (Cadmium),0:00:00,0:00:00,US (United States)
Olga,7/22/2020 2:33,0:09:45,,Cursed: Season 1: The Red Lake (Episode 4),,DefaultWidevineAndroidPhone,0:13:03,0:13:03,US (United States)
Olga,7/21/2020 3:36,0:03:15,,Cursed: Season 1: The Red Lake (Episode 4),,Chrome PC (Cadmium),0:03:20,Not latest view,US (United States)
Olga,7/21/2020 2:51,0:44:36,,Cursed: Season 1: Alone (Episode 3),,Chrome PC (Cadmium),0:50:57,0:50:57,US (United States)
Olga,7/21/2020 2:06,0:39:23,,Cursed: Season 1: Cursed (Episode 2),,Chrome PC (Cadmium),0:45:17,0:45:17,US (United States)
Olga,7/21/2020 1:15,0:50:20,,Cursed: Season 1: Nimue (Episode 1),,Chrome PC (Cadmium),0:50:59,0:50:59,US (United States)
Olga,7/21/2020 1:15,0:00:12,Autoplayed: user action: None; ,Season 1 Direct Lift Hook 3: Cursed,HOOK,Chrome PC (Cadmium),0:00:12,0:00:12,US (United States)
Olga,7/21/2020 1:14,0:00:27,Autoplayed: user action: None; ,Season 1 Trailer: Down To Earth with Zac Efron,TRAILER,Chrome PC (Cadmium),0:00:27,0:00:27,US (United States)
Olga,7/21/2020 1:13,0:00:17,Autoplayed: user action: None; ,Inside Man_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:17,0:00:17,US (United States)
Olga,7/21/2020 1:10,0:01:47,Autoplayed: user action: None; ,Trailer: MILF,TRAILER,Chrome PC (Cadmium),0:00:00,0:00:00,US (United States)
Kids,7/20/2020 18:43,0:00:13,Autoplayed: user action: None; ,Pokémon the Series: Sun & Moon: 1-43: A Shocking Grocery Run! (Episode 6),,Chrome PC (Cadmium),0:00:13,0:00:13,US (United States)
Kids,7/20/2020 18:22,0:20:40,Autoplayed: user action: Unspecified; ,"Pokémon the Series: Sun & Moon: 1-43: Yo, Ho, Ho! Go, Popplio! (Episode 5)",,Chrome PC (Cadmium),0:20:53,0:20:53,US (United States)
Kids,7/20/2020 18:02,0:20:22,,"Pokémon the Series: Sun & Moon: 1-43: First Catch in Alola, Ketchum-Style! (Episode 4)",,Chrome PC (Cadmium),0:20:54,0:20:54,US (United States)
Kids,7/20/2020 18:02,0:00:11,Autoplayed: user action: None; ,Pokémon the Series: Sun & Moon: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:11,0:00:11,US (United States)
Kids,7/20/2020 18:01,0:00:06,Autoplayed: user action: None; ,Part 1 Trailer: Pokémon Journeys: The Series,TRAILER,Chrome PC (Cadmium),0:00:06,Not latest view,US (United States)
Olga,7/17/2020 3:23,0:01:00,,The Umbrella Academy: Season 1: Run Boy Run (Episode 2),,DefaultWidevineAndroidPhone,0:00:59,0:00:59,US (United States)
Olga,7/17/2020 2:21,0:00:04,Autoplayed: user action: None; ,Trailer: Fatal Affair,TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,7/14/2020 2:58,1:01:37,,Nobody Knows I'm Here,,Chrome PC (Cadmium),1:28:30,1:28:30,US (United States)
Olga,7/14/2020 2:55,0:00:13,Autoplayed: user action: None; ,Trailer: Nobody Knows I'm Here,TRAILER,Chrome PC (Cadmium),0:00:13,0:00:13,US (United States)
Olga,7/13/2020 2:02,0:53:27,,Sleeping with Other People,,Chrome PC (Cadmium),0:53:27,Not latest view,US (United States)
Olga,7/13/2020 2:01,0:00:24,Autoplayed: user action: None; ,Dirty John: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:24,0:00:24,US (United States)
Olga,7/13/2020 2:01,0:00:11,Autoplayed: user action: None; ,The Ballad of Buster Scruggs (Trailer),TRAILER,Chrome PC (Cadmium),0:00:12,0:00:12,US (United States)
Olga,7/13/2020 2:01,0:00:10,Autoplayed: user action: None; ,The Long Dumb Road_hook_01_16x9,HOOK,Chrome PC (Cadmium),0:00:10,0:00:10,US (United States)
Olga,7/12/2020 2:53,0:02:09,Autoplayed: user action: None; ,Season 1 Trailer: Stateless,TRAILER,Chrome PC (Cadmium),0:02:09,0:02:09,US (United States)
Olga,7/12/2020 1:19,1:34:00,,Straight Up,,Chrome PC (Cadmium),1:35:15,1:35:15,US (United States)
Olga,7/12/2020 1:00,0:00:12,Autoplayed: user action: None; ,The Perks of Being a Wallflower_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:12,0:00:12,US (United States)
Olga,7/11/2020 1:40,0:06:08,,Dr. Seuss' The Lorax,,Chrome PC (Cadmium),0:06:08,0:06:08,US (United States)
Olga,7/11/2020 1:39,0:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Stateless,TRAILER,Chrome PC (Cadmium),0:00:04,Not latest view,US (United States)
Olga,7/11/2020 1:22,0:16:37,,I'm Sorry: Season 1: Racist Daughter (Episode 2),,Chrome PC (Cadmium),0:22:56,0:22:56,US (United States)
Olga,7/11/2020 1:22,0:00:05,Autoplayed: user action: None; ,I'm Sorry: Season 1_hook_03_16x9,HOOK,Chrome PC (Cadmium),0:00:05,0:00:05,US (United States)
Olga,7/10/2020 23:46,1:23:17,,An Evening with Beverly Luff Linn,,Chrome PC (Cadmium),1:43:00,1:43:00,US (United States)
Olga,7/10/2020 23:45,0:00:28,Autoplayed: user action: None; ,Wentworth: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:28,0:00:28,US (United States)
Olga,7/10/2020 23:45,0:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Stateless,TRAILER,Chrome PC (Cadmium),0:00:05,Not latest view,US (United States)
Olga,7/10/2020 23:45,0:00:04,Autoplayed: user action: None; ,The Old Guard (Trailer),TRAILER,Chrome PC (Cadmium),0:00:04,0:00:04,US (United States)
Olga,7/10/2020 4:33,0:00:03,,The F**k-It List,,Chrome PC (Cadmium),1:10:35,1:10:35,US (United States)
Olga,7/10/2020 0:47,1:10:32,,The F**k-It List,,Chrome PC (Cadmium),1:10:32,Not latest view,US (United States)
Olga,7/10/2020 0:47,0:00:07,Autoplayed: user action: None; ,Starsky & Hutch_hook_02_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,US (United States)
Olga,7/10/2020 0:47,0:00:06,Autoplayed: user action: None; ,The F**k-It List_hook_04_16x9,HOOK,Chrome PC (Cadmium),0:00:06,0:00:06,US (United States)
Olga,7/10/2020 0:47,0:00:07,Autoplayed: user action: None; ,Bad Blood: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:08,0:00:08,US (United States)
Olga,7/10/2020 0:46,0:00:23,Autoplayed: user action: None; ,The Long Dumb Road_hook_01_16x9,HOOK,Chrome PC (Cadmium),0:00:23,Not latest view,US (United States)
